properties{
  x = 0,
  y = 0,
  width = 320,
  height = 240,
  min_layer = 0,
  max_layer = 2,
  tileset = "dungeon/blue",
}

tile{
  layer = 0,
  x = 40,
  y = 40,
  width = 240,
  height = 160,
  pattern = "floor_low.1-1",
}

tile{
  layer = 0,
  x = 48,
  y = 40,
  width = 224,
  height = 8,
  pattern = "wall_border.1-1",
}

tile{
  layer = 0,
  x = 40,
  y = 48,
  width = 8,
  height = 144,
  pattern = "wall_border.3-1",
}

tile{
  layer = 0,
  x = 272,
  y = 48,
  width = 8,
  height = 144,
  pattern = "wall_border.4-1",
}

tile{
  layer = 0,
  x = 48,
  y = 192,
  width = 224,
  height = 8,
  pattern = "wall_border.2-1",
}

tile{
  layer = 0,
  x = 40,
  y = 40,
  width = 8,
  height = 8,
  pattern = "wall_border.corner.1-1",
}

tile{
  layer = 0,
  x = 272,
  y = 40,
  width = 8,
  height = 8,
  pattern = "wall_border.corner.2-1",
}

tile{
  layer = 0,
  x = 40,
  y = 192,
  width = 8,
  height = 8,
  pattern = "wall_border.corner.3-1",
}

tile{
  layer = 0,
  x = 272,
  y = 192,
  width = 8,
  height = 8,
  pattern = "wall_border.corner.4-1",
}

tile{
  layer = 0,
  x = 40,
  y = 16,
  width = 240,
  height = 24,
  pattern = "wall.1-1",
}

tile{
  layer = 0,
  x = 16,
  y = 40,
  width = 24,
  height = 160,
  pattern = "wall.3-1",
}

tile{
  layer = 0,
  x = 280,
  y = 40,
  width = 24,
  height = 160,
  pattern = "wall.4-1",
}

tile{
  layer = 0,
  x = 40,
  y = 200,
  width = 240,
  height = 24,
  pattern = "wall.2-1",
}

tile{
  layer = 0,
  x = 16,
  y = 16,
  width = 24,
  height = 24,
  pattern = "wall.corner.1-1",
}

tile{
  layer = 0,
  x = 280,
  y = 16,
  width = 24,
  height = 24,
  pattern = "wall.corner.2-1",
}

tile{
  layer = 0,
  x = 16,
  y = 200,
  width = 24,
  height = 24,
  pattern = "wall.corner.3-1",
}

tile{
  layer = 0,
  x = 280,
  y = 200,
  width = 24,
  height = 24,
  pattern = "wall.corner.4-1",
}

tile{
  layer = 0,
  x = 144,
  y = 200,
  width = 8,
  height = 16,
  pattern = "door.2.support.1-1",
}

tile{
  layer = 0,
  x = 168,
  y = 200,
  width = 8,
  height = 16,
  pattern = "door.2.support.2-1",
}

tile{
  layer = 0,
  x = 152,
  y = 200,
  width = 16,
  height = 16,
  pattern = "door.2",
}

tile{
  layer = 0,
  x = 152,
  y = 216,
  width = 16,
  height = 32,
  pattern = "floor_low.1-1",
}

tile{
  layer = 0,
  x = 144,
  y = 224,
  width = 8,
  height = 16,
  pattern = "barrier.2-1",
}

tile{
  layer = 0,
  x = 168,
  y = 224,
  width = 8,
  height = 16,
  pattern = "barrier.2-1",
}

wall{
  layer = 0,
  x = 152,
  y = 200,
  width = 16,
  height = 16,
  stops_enemies = true,
  stops_blocks = true,
}

destination{
  name = "starting_destination",
  layer = 0,
  x = 160,
  y = 213,
  direction = 1,
}

npc{
  name = "Shopkeep",
  layer = 0,
  x = 248,
  y = 165,
  direction = 3,
  subtype = 1,
  sprite = "npc/thief_green",
  behavior = "dialog#shop.buy_something",
}

shop_treasure{
  name = "big_shield",
  layer = 0,
  x = 80,
  y = 88,
  treasure_name = "equipment/shield",
  treasure_variant = 2,
  price = 130,
  dialog = "",
}

shop_treasure{
  layer = 0,
  x = 144,
  y = 88,
  treasure_name = "consumables/bomb_refill",
  treasure_variant = 2,
  price = 20,
  dialog = "",
}

shop_treasure{
  layer = 0,
  x = 200,
  y = 88,
  treasure_name = "consumables/arrow_refill",
  treasure_variant = 3,
  price = 80,
  dialog = "",
}

tile{
  layer = 1,
  x = 144,
  y = 216,
  width = 32,
  height = 8,
  pattern = "door_top.2-1",
}

tile{
  layer = 2,
  x = 0,
  y = 0,
  width = 320,
  height = 16,
  pattern = "ceiling.2",
}

tile{
  layer = 2,
  x = 0,
  y = 224,
  width = 320,
  height = 16,
  pattern = "ceiling.2",
}

tile{
  layer = 2,
  x = 0,
  y = 16,
  width = 16,
  height = 208,
  pattern = "ceiling.2",
}

tile{
  layer = 2,
  x = 304,
  y = 16,
  width = 16,
  height = 208,
  pattern = "ceiling.2",
}

